m_id,m_gametext
20025,"[""Lucetta's Guidestone"",'','','','','','','','','','','']"
20026,"[""Camilla's Guidestone"",'','','','','','','','','','','']"
20027,"[""Aslyte's Guidestone"",'','','','','','','','','','','']"
20028,"[""Helga's Guidestone"",'','','','','','','','','','','']"
20029,"[""Pia's Guidestone"",'','','','','','','','','','','']"
20030,"[""Barrad's Guidestone"",'','','','','','','','','','','']"
20031,"[""Menno's Guidestone"",'','','','','','','','','','','']"
20032,"[""Cedric's Guidestone"",'','','','','','','','','','','']"
20033,"[""Noelle's Guidestone"",'','','','','','','','','','','']"
20034,"[""Madelaine's Guidestone"",'','','','','','','','','','','']"
20035,"[""Merrit's Guidestone"",'','','','','','','','','','','']"
20036,"[""Rodion's Guidestone"",'','','','','','','','','','','']"
20037,"[""Shelby's Guidestone"",'','','','','','','','','','','']"
20038,"[""Rita's Guidestone"",'','','','','','','','','','','']"
20039,"[""Fabio's Guidestone"",'','','','','','','','','','','']"
20040,"[""Iris's Guidestone"",'','','','','','','','','','','']"
20041,"[""Mabel's Guidestone"",'','','','','','','','','','','']"
20042,"[""Meena's Guidestone"",'','','','','','','','','','','']"
20043,"[""Dorrie's Guidestone"",'','','','','','','','','','','']"
20044,"[""Eunice's Guidestone"",'','','','','','','','','','','']"
20045,"[""Julio's Guidestone"",'','','','','','','','','','','']"
20046,"[""Menny's Guidestone"",'','','','','','','','','','','']"
20047,"[""Nanna's Guidestone"",'','','','','','','','','','','']"
20048,"[""Yugo's Guidestone"",'','','','','','','','','','','']"
20049,"[""Sunny's Guidestone"",'','','','','','','','','','','']"
20050,"[""Vivian's Guidestone"",'','','','','','','','','','','']"
20051,"[""Guti's Guidestone"",'','','','','','','','','','','']"
20052,"[""Conny's Guidestone"",'','','','','','','','','','','']"
20053,"[""Carroll's Guidestone"",'','','','','','','','','','','']"
20054,"[""Juan's Guidestone"",'','','','','','','','','','','']"
20055,"[""Telly's Guidestone"",'','','','','','','','','','','']"
20056,"[""Pearl's Guidestone"",'','','','','','','','','','','']"
20057,"[""Jose's Guidestone"",'','','','','','','','','','','']"
20058,"[""Billy's Guidestone"",'','','','','','','','','','','']"
20059,"[""Felline's Guidestone"",'','','','','','','','','','','']"
20060,"[""Diego's Guidestone"",'','','','','','','','','','','']"
20061,"[""Penny's Guidestone"",'','','','','','','','','','','']"
20062,"[""Saria's Guidestone"",'','','','','','','','','','','']"
20063,"[""Jorge's Guidestone"",'','','','','','','','','','','']"
20064,"[""Harry's Guidestone"",'','','','','','','','','','','']"
20065,"[""Evelyn's Guidestone"",'','','','','','','','','','','']"
20066,"[""Manuel's Guidestone"",'','','','','','','','','','','']"
20221,"[""Cornelia's Guidestone"",'','','','','','','','','','','']"
20222,"[""Lionel's Guidestone"",'','','','','','','','','','','']"
20223,"[""Molrusso's Guidestone"",'','','','','','','','','','','']"
20224,"[""<JobIcon_0068>Primrose's Guidestone"",'','','','','','','','','','','']"
20225,"[""Olberic's Guidestone"",'','','','','','','','','','','']"
20226,"[""<JobIcon_0070>Tressa's Guidestone"",'','','','','','','','','','','']"
20227,"[""Alfyn's Guidestone"",'','','','','','','','','','','']"
20228,"[""<JobIcon_0072>H'aanit's Guidestone"",'','','','','','','','','','','']"
20229,"[""Cyrus's Guidestone"",'','','','','','','','','','','']"
20230,"[""Ophilia's Guidestone"",'','','','','','','','','','','']"
20231,"[""Therion's Guidestone"",'','','','','','','','','','','']"
20234,"[""Leon's Guidestone"",'','','','','','','','','','','']"
20236,"[""Z'aanta's Guidestone"",'','','','','','','','','','','']"
20237,"[""Therese's Guidestone"",'','','','','','','','','','','']"
20238,"[""Lianna's Guidestone"",'','','','','','','','','','','']"
20239,"[""Heathcote's Guidestone"",'','','','','','','','','','','']"
20240,"[""<JobIcon_0084>Lumis's Guidestone"",'','','','','','','','','','','']"
20242,"[""Harley's Guidestone"",'','','','','','','','','','','']"
20243,"[""Tithi's Guidestone"",'','','','','','','','','','','']"
20244,"[""Molu's Guidestone"",'','','','','','','','','','','']"
20245,"[""Varkyn's Guidestone"",'','','','','','','','','','','']"
20246,"[""Brigitte's Guidestone"",'','','','','','','','','','','']"
20248,"[""Dorothea's Guidestone"",'','','','','','','','','','','']"
20250,"[""Yunnie's Guidestone"",'','','','','','','','','','','']"
20251,"[""Narr's Guidestone"",'','','','','','','','','','','']"
20252,"[""Durand's Guidestone"",'','','','','','','','','','','']"
20253,"[""Ri'tu's Guidestone"",'','','','','','','','','','','']"
20254,"[""Lars's Guidestone"",'','','','','','','','','','','']"
20255,"[""Eliza's Guidestone"",'','','','','','','','','','','']"
20256,"[""Soleil's Guidestone"",'','','','','','','','','','','']"
20257,"[""Paula's Guidestone"",'','','','','','','','','','','']"
20258,"[""Lemaire's Guidestone"",'','','','','','','','','','','']"
20259,"[""Odette's Guidestone"",'','','','','','','','','','','']"
20260,"[""Levan's Guidestone"",'','','','','','','','','','','']"
20261,"[""Stead's Guidestone"",'','','','','','','','','','','']"
20263,"[""Cardona's Guidestone"",'','','','','','','','','','','']"
20264,"[""Cecily's Guidestone"",'','','','','','','','','','','']"
20265,"[""Sertet's Guidestone"",'','','','','','','','','','','']"
20266,"[""Lolo's Guidestone"",'','','','','','','','','','','']"
20267,"[""Canary's Guidestone"",'','','','','','','','','','','']"
20268,"[""Nicola's Guidestone"",'','','','','','','','','','','']"
20269,"[""Tikilen's Guidestone"",'','','','','','','','','','','']"
20271,"[""Efrain's Guidestone"",'','','','','','','','','','','']"
20272,"[""W'ludai's Guidestone"",'','','','','','','','','','','']"
20273,"[""Falco's Guidestone"",'','','','','','','','','','','']"
20275,"[""Kenneth's Guidestone"",'','','','','','','','','','','']"
20276,"[""Cerna's Guidestone"",'','','','','','','','','','','']"
20278,"[""Kersjes's Guidestone"",'','','','','','','','','','','']"
20281,"[""Chloe's Guidestone"",'','','','','','','','','','','']"
20282,"[""Yan Long's Guidestone"",'','','','','','','','','','','']"
20283,"[""Jillmeila's Guidestone"",'','','','','','','','','','','']"
20286,"[""Glossom's Guidestone"",'','','','','','','','','','','']"
20287,"[""Gertrude's Guidestone"",'','','','','','','','','','','']"
20288,"[""Hasumi's Guidestone"",'','','','','','','','','','','']"
20289,"[""Kouren's Guidestone"",'','','','','','','','','','','']"
20290,"[""Largo's Guidestone"",'','','','','','','','','','','']"
20291,"[""Eleonora's Guidestone"",'','','','','','','','','','','']"
20293,"[""Jorn's Guidestone"",'','','','','','','','','','','']"
20381,"[""Hayes's Guidestone"",'','','','','','','','','','','']"
20382,"[""Promme's Guidestone"",'','','','','','','','','','','']"
20386,"[""Zenia's Guidestone"",'','','','','','','','','','','']"
20389,"[""Hammy's Guidestone"",'','','','','','','','','','','']"
20411,"[""Joshua's Guidestone"",'','','','','','','','','','','']"
20412,"[""Nina-Lanna's Guidestone"",'','','','','','','','','','','']"
20414,"[""Nona's Guidestone"",'','','','','','','','','','','']"
40143,"[""Nivelle's Guidestone"",'','','','','','','','','','','']"
40144,"[""Aedelgard's Guidestone"",'','','','','','','','','','','']"
40145,"[""Sarisa's Guidestone"",'','','','','','','','','','','']"
40146,"[""Yukes's Guidestone"",'','','','','','','','','','','']"
40147,"[""Ditraina's Guidestone"",'','','','','','','','','','','']"
40149,"[""Edea's Guidestone"",'','','','','','','','','','','']"
40150,"[""Agnès's Guidestone"",'','','','','','','','','','','']"
40151,"[""Elvis's Guidestone"",'','','','','','','','','','','']"
40152,"[""Adelle's Guidestone"",'','','','','','','','','','','']"
40154,"[""Ogen's Guidestone"",'','','','','','','','','','','']"
40881,"[""2B's Guidestone"",'','','','','','','','','','','']"
40882,"[""9S's Guidestone"",'','','','','','','','','','','']"
40883,"[""A2's Guidestone"",'','','','','','','','','','','']"
41594,"[""Frederica's Guidestone"",'','','','','','','','','','','']"
41595,"[""Serenoa's Guidestone"",'','','','','','','','','','','']"
41596,"[""Roland's Guidestone"",'','','','','','','','','','','']"
42829,"[""Oersted's Guidestone"",'','','','','','','','','','','']"
42830,"[""Streibough's Guidestone"",'','','','','','','','','','','']"
42831,"[""O. Odio's Guidestone"",'','','','','','','','','','','']"
42832,"[""S. Odio's Guidestone"",'','','','','','','','','','','']"
43999,"[""Isla's Guidestone"",'','','','','','','','','','','']"
44001,"[""Rique's Guidestone"",'','','','','','','','','','','']"
40832,"[""Richard's Guidestone"",'','','','','','','','','','','']"
40833,"[""Bargello's Guidestone"",'','','','','','','','','','','']"
40834,"[""Levina's Guidestone"",'','','','','','','','','','','']"
40835,"[""<JobIcon_0603>Alaune's Guidestone"",'','','','','','','','','','','']"
40957,"[""Rondo's Guidestone"",'','','','','','','','','','','']"
40958,"[""Krauser's Guidestone"",'','','','','','','','','','','']"
40959,"[""Rinyuu's Guidestone"",'','','','','','','','','','','']"
41597,"[""Eltrix's Guidestone"",'','','','','','','','','','','']"
41598,"[""Elrica's Guidestone"",'','','','','','','','','','','']"
41599,"[""Sonia's Guidestone"",'','','','','','','','','','','']"
41601,"[""Signa's Guidestone"",'','','','','','','','','','','']"
41602,"[""Sazantos's Guidestone"",'','','','','','','','','','','']"
41603,"[""Solon's Guidestone"",'','','','','','','','','','','']"
41972,"[""Nephti's Guidestone"",'','','','','','','','','','','']"
40960,"[""Herminia's Guidestone"",'','','','','','','','','','','']"
40961,"[""Tytos's Guidestone"",'','','','','','','','','','','']"
40962,"[""Auguste's Guidestone"",'','','','','','','','','','','']"
41606,"[""Tatloch's Guidestone"",'','','','','','','','','','','']"
40963,"[""<JobIcon_9001>Sofia's Guidestone"",'','','','','','','','','','','']"
40964,"[""<JobIcon_9002>Fiore's Guidestone"",'','','','','','','','','','','']"
40965,"[""<JobIcon_9003>H'aanit's Guidestone"",'','','','','','','','','','','']"
41607,"[""<JobIcon_9004>Primrose's Guidestone"",'','','','','','','','','','','']"
41608,"[""<JobIcon_9005>Tressa's Guidestone"",'','','','','','','','','','','']"
41973,"[""<JobIcon_9007>Millard's Guidestone"",'','','','','','','','','','','']"
41974,"[""<JobIcon_9008>Lumis's Guidestone"",'','','','','','','','','','','']"
41975,"[""<JobIcon_9009>Alaune's Guidestone"",'','','','','','','','','','','']"
20219,"[""Traveler's Sacred Seal"",'','','','','','','','','','','']"
40028,"[""Veteran's Sacred Seal"",'','','','','','','','','','','']"
40532,"[""Novice's Sacred Seal"",'','','','','','','','','','','']"
40807,"['Ann. Celebration Sacred Seal','','','','','','','','','','','']"
40029,"[""<JobIcon_0072>H'aanit's Sacred Seal"",'','','','','','','','','','','']"
40030,"[""Heathcote's Sacred Seal"",'','','','','','','','','','','']"
40031,"[""Therese's Sacred Seal"",'','','','','','','','','','','']"
40032,"[""Lionel's Sacred Seal"",'','','','','','','','','','','']"
40033,"[""Molrusso's Sacred Seal"",'','','','','','','','','','','']"
40034,"[""Nicola's Sacred Seal"",'','','','','','','','','','','']"
40035,"[""Harley's Sacred Seal"",'','','','','','','','','','','']"
40036,"[""<JobIcon_0070>Tressa's Sacred Seal"",'','','','','','','','','','','']"
40037,"[""Z'aanta's Sacred Seal"",'','','','','','','','','','','']"
40197,"[""<JobIcon_0001>Sofia's Sacred Seal"",'','','','','','','','','','','']"
40198,"[""<JobIcon_0002>Fiore's Sacred Seal"",'','','','','','','','','','','']"
40199,"[""Scarecrow's Sacred Seal"",'','','','','','','','','','','']"
40200,"[""Gilderoy's Sacred Seal"",'','','','','','','','','','','']"
40201,"[""<JobIcon_0005>Millard's Sacred Seal"",'','','','','','','','','','','']"
40202,"[""Viola's Sacred Seal"",'','','','','','','','','','','']"
40203,"[""Theo's Sacred Seal"",'','','','','','','','','','','']"
40204,"[""Lynette's Sacred Seal"",'','','','','','','','','','','']"
40205,"[""Dorothea's Sacred Seal"",'','','','','','','','','','','']"
40239,"[""<JobIcon_0084>Lumis's Sacred Seal"",'','','','','','','','','','','']"
40268,"[""Stead's Sacred Seal"",'','','','','','','','','','','']"
40270,"[""Cyrus's Sacred Seal"",'','','','','','','','','','','']"
40289,"[""Eliza's Sacred Seal"",'','','','','','','','','','','']"
40323,"[""Kersjes's Sacred Seal"",'','','','','','','','','','','']"
40344,"[""Adelle's Sacred Seal"",'','','','','','','','','','','']"
40345,"[""Edea's Sacred Seal"",'','','','','','','','','','','']"
40365,"[""Agnès's Sacred Seal"",'','','','','','','','','','','']"
40381,"[""Molu's Sacred Seal"",'','','','','','','','','','','']"
40397,"[""Promme's Sacred Seal"",'','','','','','','','','','','']"
40398,"[""Soleil's Sacred Seal"",'','','','','','','','','','','']"
40399,"[""Odette's Sacred Seal"",'','','','','','','','','','','']"
40429,"[""<JobIcon_0068>Primrose's Sacred Seal"",'','','','','','','','','','','']"
40445,"[""Kouren's Sacred Seal"",'','','','','','','','','','','']"
40454,"[""Cardona's Sacred Seal"",'','','','','','','','','','','']"
40476,"[""Falco's Sacred Seal"",'','','','','','','','','','','']"
40477,"[""Lianna's Sacred Seal"",'','','','','','','','','','','']"
40509,"[""Jillmeila's Sacred Seal"",'','','','','','','','','','','']"
40533,"[""Hasumi's Sacred Seal"",'','','','','','','','','','','']"
40808,"[""Lars's Sacred Seal"",'','','','','','','','','','','']"
40809,"[""Cecily's Sacred Seal"",'','','','','','','','','','','']"
40902,"[""Ophilia's Sacred Seal"",'','','','','','','','','','','']"
40903,"[""Olberic's Sacred Seal"",'','','','','','','','','','','']"
40929,"[""W'ludai's Sacred Seal"",'','','','','','','','','','','']"
40993,"[""Hayes's Sacred Seal"",'','','','','','','','','','','']"
